14,90705,Valor adicionado a preços básicos,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
15,90707,PIB a preços de mercado,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
16,93404,Despesa de consumo das famílias,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
17,93405,Despesa de consumo da administração pública,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
18,93406,Formação bruta de capital fixo,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
19,93407,Exportação de bens e serviços,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
20,93408,Importação de bens e serviços (-),,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
0,0,Total,,0,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
1,0,Total,,0,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
2,2776,Branca,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
3,2776,Branca,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
4,2777,Preta,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
5,2777,Preta,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
6,2778,Amarela,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
7,2778,Amarela,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
8,2779,Parda,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
9,2779,Parda,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
10,2780,Indígena,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
11,2780,Indígena,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
12,2781,Sem declaração,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
13,2781,Sem declaração,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
14,0,Total,,0,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
15,0,Total,,0,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
16,4,Homens,,1,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
17,4,Homens,,1,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
18,5,Mulheres,,1,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
19,5,Mulheres,,1,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
20,0,Total,,0,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
21,0,Total,,0,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
22,1,Urbana,,1,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
23,1,Urbana,,1,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
24,2,Rural,,1,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
25,2,Rural,,1,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
26,0,Total,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
27,0,Total,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
28,100402,0 a 14 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
29,100402,0 a 14 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
30,1140,0 a 4 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
31,1140,0 a 4 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
32,1141,5 a 9 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
33,1141,5 a 9 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
34,1142,10 a 14 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
35,1142,10 a 14 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
36,6797,15 a 64 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
37,6797,15 a 64 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
38,1143,15 a 19 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
39,1143,15 a 19 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
40,2792,15 a 17 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
41,2792,15 a 17 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
42,92982,18 e 19 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
43,92982,18 e 19 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
44,1144,20 a 24 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
45,1144,20 a 24 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
46,1145,25 a 29 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
47,1145,25 a 29 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
48,3299,30 a 39 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
49,3299,30 a 39 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
50,3300,40 a 49 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
51,3300,40 a 49 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
52,3301,50 a 59 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
53,3301,50 a 59 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
54,3520,60 a 69 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
55,3520,60 a 69 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
56,6798,65 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
57,6798,65 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
58,3244,70 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
59,3244,70 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
60,95252,70 a 79 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
61,95252,70 a 79 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
62,2503,80 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
63,2503,80 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
,var_id,var_nome,var_unidade,var_sumarizacao,tabela_id
0,9808,PIB - valores correntes,Milhões de Reais,[],6784
1,9809,PIB - preços do ano anterior,Milhões de Reais,[],6784
2,9810,PIB - variação em volume,%,[],6784
3,9811,PIB - deflator - variação anual,%,[],6784
4,93,População residente,Mil pessoas,[],6784
5,9812,PIB per capita - valores correntes,Reais,[],6784
6,9813,PIB per capita - preços do ano anterior,Reais,[],6784
7,9814,PIB per capita - variação em volume,%,[],6784
,categ_id,categ_nome,categ_unidade,categ_nivel,tabela_id,tabela_classificacoes.id,tabela_classificacoes.nome,var_id,var_nome,var_unidade,var_sumarizacao
0,90687,Agropecuária - total,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
1,90691,Indústria - total,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
2,90692,Indústrias extrativas,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
3,90693,Indústrias de transformação,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
4,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
5,90694,Construção,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
6,90696,Serviços - total,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
7,90697,Comércio,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
8,90698,"Transporte, armazenagem e correio",,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
9,90699,Informação e comunicação,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
10,90700,"Atividades financeiras, de seguros e serviços relacionados",,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
11,90702,Atividades imobiliárias,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
12,90701,Outras atividades de serviços,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
13,90703,"Administração, saúde e educação públicas e seguridade social",,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
14,90705,Valor adicionado a preços básicos,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
15,90707,PIB a preços de mercado,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
16,93404,Despesa de consumo das famílias,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
17,93405,Despesa de consumo da administração pública,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
18,93406,Formação bruta de capital fixo,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
19,93407,Exportação de bens e serviços,,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
20,93408,Importação de bens e serviços (-),,0,1621,11255,Setores e subsetores,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),Número-índice,[]
,categ_id,categ_nome,categ_unidade,categ_nivel,tabela_id,tabela_classificacoes.id,tabela_classificacoes.nome,var_id,var_nome,var_unidade,var_sumarizacao
0,0,Total,,0,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
1,0,Total,,0,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
2,2776,Branca,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
3,2776,Branca,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
4,2777,Preta,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
5,2777,Preta,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
6,2778,Amarela,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
7,2778,Amarela,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
8,2779,Parda,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
9,2779,Parda,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
10,2780,Indígena,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
11,2780,Indígena,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
12,2781,Sem declaração,,1,2093,86,Cor ou raça,93,População residente,Pessoas,['nivelTerritorial']
13,2781,Sem declaração,,1,2093,86,Cor ou raça,1000093,População residente - percentual do total geral,%,[]
14,0,Total,,0,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
15,0,Total,,0,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
16,4,Homens,,1,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
17,4,Homens,,1,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
18,5,Mulheres,,1,2093,2,Sexo,93,População residente,Pessoas,['nivelTerritorial']
19,5,Mulheres,,1,2093,2,Sexo,1000093,População residente - percentual do total geral,%,[]
20,0,Total,,0,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
21,0,Total,,0,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
22,1,Urbana,,1,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
23,1,Urbana,,1,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
24,2,Rural,,1,2093,1,Situação do domicílio,93,População residente,Pessoas,['nivelTerritorial']
25,2,Rural,,1,2093,1,Situação do domicílio,1000093,População residente - percentual do total geral,%,[]
26,0,Total,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
27,0,Total,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
28,100402,0 a 14 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
29,100402,0 a 14 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
30,1140,0 a 4 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
31,1140,0 a 4 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
32,1141,5 a 9 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
33,1141,5 a 9 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
34,1142,10 a 14 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
35,1142,10 a 14 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
36,6797,15 a 64 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
37,6797,15 a 64 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
38,1143,15 a 19 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
39,1143,15 a 19 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
40,2792,15 a 17 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
41,2792,15 a 17 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
42,92982,18 e 19 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
43,92982,18 e 19 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
44,1144,20 a 24 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
45,1144,20 a 24 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
46,1145,25 a 29 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
47,1145,25 a 29 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
48,3299,30 a 39 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
49,3299,30 a 39 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
50,3300,40 a 49 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
51,3300,40 a 49 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
52,3301,50 a 59 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
53,3301,50 a 59 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
54,3520,60 a 69 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
55,3520,60 a 69 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
56,6798,65 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
57,6798,65 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
58,3244,70 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
59,3244,70 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
60,95252,70 a 79 anos,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
61,95252,70 a 79 anos,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
62,2503,80 anos ou mais,,-1,2093,58,Grupo de idade,93,População residente,Pessoas,['nivelTerritorial']
63,2503,80 anos ou mais,,-1,2093,58,Grupo de idade,1000093,População residente - percentual do total geral,%,[]
6784;9808
6784;9809
6784;9810
6784;9811
6784;93
6784;9812
6784;9813
6784;9814
1621;584;11255;90687
1621;584;11255;90691
1621;584;11255;90692
1621;584;11255;90693
1621;584;11255;90695
1621;584;11255;90694
1621;584;11255;90696
1621;584;11255;90697
1621;584;11255;90698
1621;584;11255;90699
1621;584;11255;90700
1621;584;11255;90702
1621;584;11255;90701
1621;584;11255;90703
1621;584;11255;90705
1621;584;11255;90707
1621;584;11255;93404
1621;584;11255;93405
1621;584;11255;93406
1621;584;11255;93407
1621;584;11255;93408
2093;93;86;0
2093;1000093;86;0
2093;93;86;2776
2093;1000093;86;2776
2093;93;86;2777
2093;1000093;86;2777
2093;93;86;2778
2093;1000093;86;2778
2093;93;86;2779
2093;1000093;86;2779
2093;93;86;2780
2093;1000093;86;2780
2093;93;86;2781
2093;1000093;86;2781
2093;93;2;0
2093;1000093;2;0
2093;93;2;4
2093;1000093;2;4
2093;93;2;5
2093;1000093;2;5
2093;93;1;0
2093;1000093;1;0
2093;93;1;1
2093;1000093;1;1
2093;93;1;2
2093;1000093;1;2
2093;93;58;0
2093;1000093;58;0
2093;93;58;100402
2093;1000093;58;100402
2093;93;58;1140
2093;1000093;58;1140
2093;93;58;1141
2093;1000093;58;1141
2093;93;58;1142
2093;1000093;58;1142
2093;93;58;6797
2093;1000093;58;6797
2093;93;58;1143
2093;1000093;58;1143
2093;93;58;2792
2093;1000093;58;2792
2093;93;58;92982
2093;1000093;58;92982
2093;93;58;1144
2093;1000093;58;1144
2093;93;58;1145
2093;1000093;58;1145
2093;93;58;3299
2093;1000093;58;3299
2093;93;58;3300
2093;1000093;58;3300
2093;93;58;3301
2093;1000093;58;3301
2093;93;58;3520
2093;1000093;58;3520
2093;93;58;6798
2093;1000093;58;6798
2093;93;58;3244
2093;1000093;58;3244
2093;93;58;95252
2093;1000093;58;95252
2093;93;58;2503
2093;1000093;58;2503
0;9808;PIB - valores correntes;Milhões de Reais;[];6784
1;9809;PIB - preços do ano anterior;Milhões de Reais;[];6784
2;9810;PIB - variação em volume;%;[];6784
3;9811;PIB - deflator - variação anual;%;[];6784
4;93;População residente;Mil pessoas;[];6784
5;9812;PIB per capita - valores correntes;Reais;[];6784
6;9813;PIB per capita - preços do ano anterior;Reais;[];6784
7;9814;PIB per capita - variação em volume;%;[];6784
0;90687;Agropecuária - total;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
1;90691;Indústria - total;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
2;90692;Indústrias extrativas;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
3;90693;Indústrias de transformação;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
4;90695;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
5;90694;Construção;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
6;90696;Serviços - total;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
7;90697;Comércio;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
8;90698;Transporte, armazenagem e correio;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
9;90699;Informação e comunicação;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
10;90700;Atividades financeiras, de seguros e serviços relacionados;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
11;90702;Atividades imobiliárias;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
12;90701;Outras atividades de serviços;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
13;90703;Administração, saúde e educação públicas e seguridade social;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
14;90705;Valor adicionado a preços básicos;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
15;90707;PIB a preços de mercado;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
16;93404;Despesa de consumo das famílias;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
17;93405;Despesa de consumo da administração pública;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
18;93406;Formação bruta de capital fixo;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
19;93407;Exportação de bens e serviços;;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
20;93408;Importação de bens e serviços (-);;0;1621;11255;Setores e subsetores;584;Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100);Número-índice;[]
0;0;Total;;0;2093;86;Cor ou raça;93;População residente;Pessoas;['nivelTerritorial']
1;0;Total;;0;2093;86;Cor ou raça;1000093;População residente - percentual do total geral;%;[]
2;2776;Branca;;1;2093;86;Cor ou raça;93;População residente;Pessoas;['nivelTerritorial']
3;2776;Branca;;1;2093;86;Cor ou raça;1000093;População residente - percentual do total geral;%;[]
4;2777;Preta;;1;2093;86;Cor ou raça;93;População residente;Pessoas;['nivelTerritorial']
5;2777;Preta;;1;2093;86;Cor ou raça;1000093;População residente - percentual do total geral;%;[]
6;2778;Amarela;;1;2093;86;Cor ou raça;93;População residente;Pessoas;['nivelTerritorial']
7;2778;Amarela;;1;2093;86;Cor ou raça;1000093;População residente - percentual do total geral;%;[]
8;2779;Parda;;1;2093;86;Cor ou raça;93;População residente;Pessoas;['nivelTerritorial']
9;2779;Parda;;1;2093;86;Cor ou raça;1000093;População residente - percentual do total geral;%;[]
